1.451819999999999933e-03 1.023734150958143914e+03 8.557867872887324479e-02
1.520242168631259988e-03 1.005828551454002422e+03 1.718580013401282414e-01
1.591888974724599932e-03 9.872374531867945961e+02 4.934022379045618217e-02
1.666912390761599938e-03 9.679345757108337693e+02 1.568477110550545173e-02
1.745471551466250010e-03 9.470761636388265288e+02 1.366997981974639731e-01
1.827733091351010095e-03 9.248426670441792794e+02 7.647835555212174896e-02
1.913871498170959928e-03 9.026093524487558852e+02 6.284517137134798537e-02
2.004069483035760078e-03 8.710885855982809289e+02 7.588658568490629086e-02
2.098518367964350134e-03 8.383469159972706848e+02 3.205671561862779174e-03
2.197418491704660089e-03 8.004209175873303366e+02 8.381818494127650510e-02
2.300979634678890044e-03 7.566086022319140056e+02 1.671542183614793675e-01
2.409421463956000053e-03 7.105905570300440104e+02 1.990757239698655312e-02
2.522973999194919915e-03 6.612252498133580048e+02 1.023161313199590361e-01
2.641878100547149881e-03 6.094008912958454403e+02 1.330370004779790616e-01
2.766385979553399876e-03 5.539781389982407518e+02 1.324565486767830258e-01
2.896761734118119894e-03 4.969477605747416646e+02 4.756700825384538485e-03
3.033281908696510050e-03 4.391899255742409878e+02 3.837279643280110120e-02
3.176236080882439885e-03 3.863056459983183117e+02 3.402904077443652531e-02
3.325927475641309982e-03 3.334361965443264921e+02 1.923246914407128125e-02
3.482673608490880011e-03 2.814491194767404636e+02 2.213778726326124380e-01
3.646806958994240188e-03 2.341633378009412638e+02 6.689059916348748247e-02
3.818675675993549873e-03 1.928535088669352717e+02 4.273882820686542711e-02
3.998644316080419633e-03 1.565346498212391566e+02 7.847873306759793610e-02
4.187094616869269786e-03 1.256495581901111507e+02 3.159822541120229505e-02
4.384426306714050287e-03 1.004828154291915183e+02 2.583717521050835769e-02
4.591057952585659609e-03 8.202773716351441635e+01 1.135454726010790699e-01
4.807427847908550197e-03 6.813512230770298572e+01 5.030261859277764674e-02
5.033994942239939686e-03 5.915027092946836973e+01 1.179044757389762464e-02
5.271239814763290302e-03 5.515407815670024405e+01 1.271207808109117363e-02
5.519665693661170158e-03 5.325526604402693920e+01 1.037894099584413585e-04
5.779799523529779819e-03 5.332486106523361258e+01 1.839735722587796871e-02
6.052193083099019835e-03 5.330567228792440204e+01 2.857156645492737665e-02
6.337424155629180038e-03 5.391050376977096192e+01 3.665819687696861978e-02
